thread_queue_rank,thread_score,staging_label,recommended_action,coder_packet_hint,run_id,run_in_selected_freeze,channel_niche,channel_id,video_id,video_url,title,published_at,comment_db_id,comment_rank,like_count,reply_count,annotation_count,coder_count,has_disagreement,rule_skepticism,rule_proof_demand,comment_ai_signal,video_ai_signal,historical_skeptic_channel,channel_resolved_n,channel_skepticism_rate,channel_skeptic_or_proof_rate,heuristic_language,low_info_noise,selection_reasons,cleaned_text
206,4.797976914382509,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,vxpuLIA17q4,https://www.youtube.com/watch?v=vxpuLIA17q4,You're Using OpenClaw Wrong If You Don't Use Discord,2026-02-24T22:33:59Z,5324,20,2,0,0,0,0,1,0,0,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,"You have agents and sub-agents. In the video it seems not precise what is what in the config. So not really possible to configure just that easy. If you create 2 separate agents (not sub-agents) and add them in one discord server, to make them talk to each other is hours of troubleshooting with claude code cli."
207,4.794977485345012,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,8nzt_xzsyq8,https://www.youtube.com/watch?v=8nzt_xzsyq8,NotebookLM is becoming the Most Essential AI Tool (7 Use Cases to Try!),2026-01-16T13:15:02Z,6222,1,16,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"Google NotebookLM keeps leveling up, moving well beyond a standard AI research tool into a full content creation powerhouse. This video highlights practical ways to turn deep research into slide decks, branded infographics, videos, and exportable data tables, showing how it can streamline projects from start to finish."
208,4.794977485345012,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,-era_Orh3TM,https://www.youtube.com/watch?v=-era_Orh3TM,7 Essential AI Prompting Skills That Instantly Make Your Work Stand Out,2025-08-01T13:00:00Z,6540,1,16,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"As an AI expert for years (Data Officer and SL AI and Data), I can tell you that Grace is a really good teacher and I experimented most of these technics there are clearly efficient. Great bravo from Paris."
209,4.787399407617957,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,sfwax2dVPvI,https://www.youtube.com/watch?v=sfwax2dVPvI,"When to use #ChatGPT, #Gemini, and #Claude",2026-02-27T13:01:41Z,19302,1,15,1,0,0,0,0,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"He actively said ""ChatGPT's superpower is obedience"" with a straight face 😅😂"
210,4.784620311952502,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,KDXO_3WtDfw,https://www.youtube.com/watch?v=KDXO_3WtDfw,5 Rapid Questions With Tina Huang,2025-12-01T15:30:06Z,19215,1,5,0,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel,Sleep is the best thing in my life 😂
211,4.781951134896985,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCp48vy_SNmQ0rrqfArxnRLw,H05Y-UJded0,https://www.youtube.com/watch?v=H05Y-UJded0,How to 10x Cursor with Task Master AI,2025-04-11T16:14:32Z,5199,15,0,2,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,[warning] FastMCP could not infer client capabilities
212,4.781951134896985,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2ojq-nuP8ceeHqiroeKhBA,4efAzBiTeVo,https://www.youtube.com/watch?v=4efAzBiTeVo,Turn Any Website Into LLM Ready Data INSTANTLY,2026-02-11T13:17:56Z,4424,20,0,2,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,This scraper can work also in Facebook because i never find a scaper that work for Facebook
213,4.770707983539892,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2ojq-nuP8ceeHqiroeKhBA,4efAzBiTeVo,https://www.youtube.com/watch?v=4efAzBiTeVo,Turn Any Website Into LLM Ready Data INSTANTLY,2026-02-11T13:17:56Z,4405,1,13,1,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,YOU ARE THE REASON WHY I SHIFTED INTO AI AUTOMATIONS 🥰🥰🥰🥰
214,4.769746029079838,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,Dr3kvgEYIZI,https://www.youtube.com/watch?v=Dr3kvgEYIZI,Use AI Better Than 99% of People in 2026,2025-12-30T13:00:26Z,6242,1,7,3,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,Download my AI Starter Guide 👉https://www.graceleung.com/ai-starter-guide/ Any topics we should be covering in the new year? Drop them in the comments!
215,4.761830117353258,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,_Q8JyLZDZQI,https://www.youtube.com/watch?v=_Q8JyLZDZQI,Most People Don't Know What They're Doing,2026-02-27T14:01:03Z,4485,1,4,0,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel,Idk why but this makes so much sense to me
216,4.761444487020676,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,RgWeyo5wqV8,https://www.youtube.com/watch?v=RgWeyo5wqV8,Google Search Will NEVER be The Same. Start These NOW.,2025-04-04T13:00:46Z,20007,1,12,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"Google will dominate over all AI agents bc it has access to more big data, being the main search engine in most browsers and data are also expensive, thus, Gemini Advanced including its ecosystem services like Gemini 2.5, Flash, Deep Research, NotebookLM will be the KING of Generative AI, as it integrates seamlessly with Docs, Gmail, cloud and many more."
217,4.760650378298996,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,4QchITNAa7A,https://www.youtube.com/watch?v=4QchITNAa7A,5 Tasks In 10 Minutes With Manus,2026-02-06T16:52:54Z,4598,10,0,0,0,0,0,1,0,0,0,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel,"I bet you have to be somewhere until 5 o'clock or later, and go there weekly. What a horrible existence. The whole world is out there and you are having to look into a computer. A completely fake world."
218,4.753054605001772,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCiT9RITQ9PW6BhXK0y2jaeg,Hyhfa7z0jTk,https://www.youtube.com/watch?v=Hyhfa7z0jTk,How Does ChatGPT Image Analysis Do on an IQ Test?,2023-11-30T12:00:22Z,14643,1,6,3,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,"If you want to actually learn about IQ I would recommend talking to a psychologist instead of researching consumer web-based IQ products. When a psychologist tests for intelligence they use the Wechsler Adult Intelligence Scale version 4. This test is administered in person, and ChatGPT couldn't do it because you need to have a physical body to take the test. If we research the embodied nature of cognition (see Metaphors we Live By - Lakoff) we learn that human cognition separated from the body is impossible - which makes us wonder what we would be measuring with the intelligence of a bot"
219,4.751439148561484,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,ckCJWOHMEcc,https://www.youtube.com/watch?v=ckCJWOHMEcc,"The Complete AI SEO Roadmap : Dominate in Gemini, Google AI Mode, ChatGPT, Perplexity",2025-09-26T13:01:21Z,6390,1,11,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,The most advanced teacher of AI for me is Grace. Thank you so much for everything ❤
220,4.751439148561484,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,L-VSz47BoBM,https://www.youtube.com/watch?v=L-VSz47BoBM,Why I Want My AI to Hallucinate,2025-08-14T13:00:29Z,19389,1,11,1,0,0,0,0,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,Hi Jeff! I really appreciate your efforts in providing structure to the decision-making process regarding which AI to use. Thank you! You are the one!
221,4.747293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCGM7A0ps5KuZ7hZidTv26Pg,7eQ2XVBhFxo,https://www.youtube.com/watch?v=7eQ2XVBhFxo,AI Note Taker With NO Bot (Records Invisibly with Radiant AI App),2026-01-26T16:04:08Z,23688,2,1,0,1,1,0,0,0,1,1,1,44,0.13636363636363635,0.13636363636363635,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,What abt granola ai?
222,4.747293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,Ifc9Jj-wOaQ,https://www.youtube.com/watch?v=Ifc9Jj-wOaQ,Move Fast And Break Things,2026-02-21T15:00:25Z,4520,3,1,0,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,"This break things paradigme is toxic for the age of AI! We need to stop for a second and take a breathe. Right now we're acting like chickens who got their head chopped of running behind any hype without any agency or thought. Not everything that is new should be followed. It's creepy how this ""generation/era of tech"" doesn't seem to reflect on what it does."
223,4.747293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,OCfE68lxHDo,https://www.youtube.com/watch?v=OCfE68lxHDo,3 AI Tools for 2026,2025-12-30T15:00:48Z,4723,3,1,0,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,I think we could add Gemini from Google AI Studio.
224,4.747293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2ojq-nuP8ceeHqiroeKhBA,iTKkoGd3YcM,https://www.youtube.com/watch?v=iTKkoGd3YcM,The NEW Nano Banana 2 + Antigravity Destroys Every AI Image Tool,2026-02-27T23:43:18Z,4179,7,1,0,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,"I love your tutorials a lot. I definitely will try this out. The JSON prompts are just everywhere and I asked Gemini many times for what kind of prompt input has been designed and it always says: “Gemini’s Edge: Because I am trained on vast amounts of descriptive literature and captions, I can often infer artistic intent from plain text better than a rigid schema.“"
225,4.741881327606966,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,nIPqWLPJhAM,https://www.youtube.com/watch?v=nIPqWLPJhAM,Google's AI Mode Changes Everything for SEO (The New Strategy),2025-06-06T13:01:27Z,19967,1,7,2,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"Thanks so much for another fantastic video, defintely my favourite channel for AI/SEO marketing. I've saved several that I've reffered back to multiple times, which I can't say for almost all simmilar channels. The only *problem* with this and all your videos is they're just too dense with useful and eye-opening info and actual actionable items (the actual problem being my brain's limited processing power means I rewatch each section just to disgest all value lol)"
226,4.740825817337983,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,HkXjKz_ff4M,https://www.youtube.com/watch?v=HkXjKz_ff4M,The craziest AI vibe coding workflow ever #claude #ai #vibecoding #programming,2025-06-10T02:21:09Z,19585,14,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,You lie in every video you produce you must be being paid by someone. I’ve never been more frustrated with an experience than you and open claw. Nothing works. I literally spend $25 a day on Claude code trying to fix open claw not a joke. this project is a complete scam complete scam. These people are saying all you just copy this terminal code and install. It are full of fucking shit.
227,4.740562726437781,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,01QFY3oJWvA,https://www.youtube.com/watch?v=01QFY3oJWvA,Your First $100K | Build a Profitable One Person Business with AI,2025-09-19T13:00:01Z,6410,1,10,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,Awesome stuff per usual Grace! You are definitely one of the few AI Solopreneurs I admire
228,4.735116912493245,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCxX9wt5FWQUAAz4UrysqK9A,fYWz7pUiwls,https://www.youtube.com/watch?v=fYWz7pUiwls,12 Principles for Coding with AI (Beyond the Basics),2024-12-01T15:00:07Z,12437,1,19,0,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"0. Your coding / software engineering skills still matter 1. You dont have to pay for AI. 2. Effective Prompting formula - ( intention + context + Details ) 3. Context is king. Context Management >>> prompting 4. Keep your context as short as possible 5. When using it for business, start with broad questions. 6. Cutoff date - Use RAG for latest developments 7. You can provide long text and have it summarize it. 8. Ask follow-up questions about any given context 9. When it comes to an entire codebase, utilize RAG 10. Create a script that gives me all files and their content. With specific code, provide one or 2 files. 11. Go Multi-modal 12. Automate boring tasks with AI. Ex : git commit message."
229,4.7339371734389815,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,MF5QS9zpulg,https://www.youtube.com/watch?v=MF5QS9zpulg,Prioritize Learning & People,2026-02-11T15:00:44Z,4581,1,3,0,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel,Legendary. Thanks for sharing.
230,4.7339371734389815,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,j5fQqIVxpOk,https://www.youtube.com/watch?v=j5fQqIVxpOk,Summarize With Comet,2026-01-30T10:48:12Z,4625,1,3,0,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel,"Tina, are you able to make a Replit video? I've watched a lot of your video's and was just wondering :) (Your video's are AWSOME by the way)"
231,4.7286489539622405,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,LiDt_fcmT1w,https://www.youtube.com/watch?v=LiDt_fcmT1w,"Dr Mike Israetel ""Will superintelligence burn all humans in a reactor for energy""? #podcast",2025-06-24T19:31:14Z,18481,1,9,1,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,where's the full thing im so pumped to watch this and i love that mike is the guy destroying ai doomer arguments roflmao
232,4.727469214907977,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,Ot3ebjAc0dM,https://www.youtube.com/watch?v=Ot3ebjAc0dM,Comet For Fact-checking,2026-01-14T15:00:49Z,19119,1,1,1,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel,Try Different Types of Relaxing Music & Or Nature Sounds After A Night Shower With Some Coffee. Also Magnesium Foods 2 Promote Better Sleep Like Bananas.
233,4.7251899035289,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,jhfiHxChn5Y,https://www.youtube.com/watch?v=jhfiHxChn5Y,don’t use #ai for everything,2025-07-30T12:35:36Z,19413,1,6,2,0,0,0,0,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,top-ranked comment; AI mention in comment,I use AI to tell me when to use AI
234,4.715478889505012,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCiT9RITQ9PW6BhXK0y2jaeg,oZ9rMrqyTbI,https://www.youtube.com/watch?v=oZ9rMrqyTbI,7 Industries AI will Aggressively Disrupt,2023-08-14T11:30:19Z,14714,1,8,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,AI in healthcare has lots of red tape from its being utilized.
235,4.7,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,27,0,Tech,@WesRoth,@WesRoth_video_2,https://youtube.com/watch?v=@WesRoth_video_2,Mock video 2,2026-03-30T13:39:54.906077+00:00,33448,1,978,15,1,1,0,0,0,1,0,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment; higher engagement,using AI tools does not bother me here. The detail in the lighting on the face did not ruin it for me at moment 25.
236,4.697976914382509,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCGM7A0ps5KuZ7hZidTv26Pg,ofzeUunrpL0,https://www.youtube.com/watch?v=ofzeUunrpL0,I Made $1000 with AI Images in 10 Minutes (Artlist AI Tutorial),2026-01-23T16:49:45Z,23691,1,2,0,1,1,0,0,0,0,1,1,44,0.13636363636363635,0.13636363636363635,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel,This is creative!
237,4.6831308739512485,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,4Djs42JS2UY,https://www.youtube.com/watch?v=4Djs42JS2UY,"Stop JUST relying on Google search for traffic, do this instead",2024-07-12T13:00:05Z,19760,1,4,2,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,"I do two channels, one with my Ugly face and another without face, using AI. Your courage make me thinking of doing the other channel also facing the camera. I also have a bit different accent. Thanks for the technical tips. I like new channels like yours, because then, I don't get interrupted by frequent advertisements."
238,4.671263709522496,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCPjNBjflYl0-HQtUvOx0Ibw,nuyxQgvzrAA,https://www.youtube.com/watch?v=nuyxQgvzrAA,Gemini 3.0 is INSANE,2025-11-19T18:57:42Z,19731,1,11,0,0,0,0,0,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,Love being in the AI space. It continues to blow my mind and expand my awareness for what’s to come in the future
239,4.664795750991491,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,ApmOKrPAFCo,https://www.youtube.com/watch?v=ApmOKrPAFCo,I Tested Neo AI Browser — The AI Browser Built Around Privacy,2026-02-26T20:08:30Z,6570,1,5,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,Why would anyone use a closed source browser for privacy? with AI to boot?
240,4.664795750991491,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCiT9RITQ9PW6BhXK0y2jaeg,KZnmtGMCbH8,https://www.youtube.com/watch?v=KZnmtGMCbH8,AI Will Take My Job. Here's 5 Things I'm Doing About It,2025-12-18T16:33:17Z,12345,1,5,1,0,0,0,0,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,top-ranked comment; AI mention in comment,AI is great at the upper 'funnel' of product development and new customer development after that it is still a human driven endeavor.
241,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,b8zc8aTO7BY,https://www.youtube.com/watch?v=b8zc8aTO7BY,AI Wrapped 2025,2025-12-26T15:01:12Z,4757,2,0,0,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,You mean Claude Haiku ? I'm really old school and like chatgpt 2 best model ever. Hes the definitely the Opus of agents 😂
242,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,b8zc8aTO7BY,https://www.youtube.com/watch?v=b8zc8aTO7BY,AI Wrapped 2025,2025-12-26T15:01:12Z,4758,3,0,0,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,i still learning about AI tools but i ilke to use custom GPT. its teach me alot how to build system in prompting.
243,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCp48vy_SNmQ0rrqfArxnRLw,zGR6TDKTeGo,https://www.youtube.com/watch?v=zGR6TDKTeGo,Give your AI a browser with Stagehand,2025-06-13T15:05:58Z,5153,4,0,0,0,0,0,1,0,0,1,0,3,0.0,0.0,spanish_like,0,skepticism lexical cue; AI mention in video metadata,Vraiment captivant ! Avez-vous déjà pensé à utiliser HasData pour scraper des info pertinentes tout en utilisant Stagehand ?
244,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,gL9rvMClUXg,https://www.youtube.com/watch?v=gL9rvMClUXg,Grok 3.5 is CANCELLED (now waiting on GROK 4),2025-06-29T18:22:45Z,18431,10,0,0,0,0,0,1,0,0,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,Then it's not really bad news is it?
245,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCiT9RITQ9PW6BhXK0y2jaeg,Hyhfa7z0jTk,https://www.youtube.com/watch?v=Hyhfa7z0jTk,How Does ChatGPT Image Analysis Do on an IQ Test?,2023-11-30T12:00:22Z,14653,11,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,"IQ is such a weird measure It does point at some of what your brain is capable of, but it is impossible to give a definitive diagnosis Also IQ is not universal. You can have 2 people scoring 150 and one will be a God at Math and the other will suck at Math but be a genius in Biology It's all very individual. Sincerely, a person with an iq of 144 that failed Math last year"
246,4.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,HkXjKz_ff4M,https://www.youtube.com/watch?v=HkXjKz_ff4M,The craziest AI vibe coding workflow ever #claude #ai #vibecoding #programming,2025-06-10T02:21:09Z,19584,13,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata,"I wish you put more effort into the quality of the material you are getting across to people. I’m a software dev, I use Claude code every day, it’s an amazing tool. I think you are being somewhat deceptive in Claude capabilities. Your workflow doesn’t seem like a very solid one. It’s very much all over the place. Seems like a piece of content you just whipped together with no actual thought just to push something out."
