video_queue_rank,video_score,staging_label,recommended_action,run_id,run_in_selected_freeze,channel_niche,channel_id,video_id,video_url,title,published_at,candidate_threads,skeptical_or_proof_threads,top_comment_skeptical_or_proof,max_thread_score,mean_thread_score,high_engagement_threads,disagreement_threads,video_ai_signal,historical_skeptic_channel
142,5.813182084204954,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UC2ojq-nuP8ceeHqiroeKhBA,iTKkoGd3YcM,https://www.youtube.com/watch?v=iTKkoGd3YcM,The NEW Nano Banana 2 + Antigravity Destroys Every AI Image Tool,2026-02-27T23:43:18Z,1,1,0,4.747293775868988,4.747293775868988,0,0,1,0
143,5.8091369645681965,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,ZEyRtkNmcEQ,https://www.youtube.com/watch?v=ZEyRtkNmcEQ,My Top 5 AI Tips for iPhone Users!,2025-09-09T13:01:04Z,1,0,0,5.093248656232229,5.093248656232229,1,0,1,0
144,5.799825481774948,Exploratory candidate for validation - not paper-safe by default,queue_for_human_validation_then_optional_future_freeze_inclusion,17,0,Lifestyle,UCm45TPYYk1ByUzFQT5rxLiw,wLQJXUU2EiE,https://www.youtube.com/watch?v=wLQJXUU2EiE,The Secret History of Humanity (Full Documentary),2026-03-04T15:47:33Z,1,1,0,5.033937173438981,5.033937173438981,0,0,0,0
145,5.776538686634963,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,4QchITNAa7A,https://www.youtube.com/watch?v=4QchITNAa7A,5 Tasks In 10 Minutes With Manus,2026-02-06T16:52:54Z,1,1,0,4.760650378298996,4.760650378298996,0,0,0,1
146,5.772392402101174,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,iIXRZkTWj8g,https://www.youtube.com/watch?v=iIXRZkTWj8g,GPT 5.2 Is Here And I Tried Every New Feature,2025-12-12T01:29:44Z,1,0,0,5.056504093765207,5.056504093765207,1,0,1,0
147,5.750508620288469,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,KDXO_3WtDfw,https://www.youtube.com/watch?v=KDXO_3WtDfw,5 Rapid Questions With Tina Huang,2025-12-01T15:30:06Z,1,0,0,4.784620311952502,4.784620311952502,0,0,1,1
148,5.745223584557363,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,Aj6hoC9JaLI,https://www.youtube.com/watch?v=Aj6hoC9JaLI,You NEED to do this with OpenClaw immediately!,2026-02-19T20:03:13Z,1,0,0,5.029335276221396,5.029335276221396,1,0,1,0
149,5.743595985504767,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCiq1FIgtEK7LRAOB1JXTPig,CL1OfPj3ePo,https://www.youtube.com/watch?v=CL1OfPj3ePo,The Fastest Way To Build A One-Person Business (2026 Beginner Guide),2026-01-15T13:00:22Z,1,0,0,5.0277076771688,5.0277076771688,1,0,1,0
150,5.727718425689225,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,_Q8JyLZDZQI,https://www.youtube.com/watch?v=_Q8JyLZDZQI,Most People Don't Know What They're Doing,2026-02-27T14:01:03Z,1,0,0,4.761830117353258,4.761830117353258,0,0,1,1
151,5.726538686634962,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCp48vy_SNmQ0rrqfArxnRLw,zGR6TDKTeGo,https://www.youtube.com/watch?v=zGR6TDKTeGo,Give your AI a browser with Stagehand,2025-06-13T15:05:58Z,1,1,0,4.660650378298995,4.660650378298995,0,0,1,0
152,5.726538686634962,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,gL9rvMClUXg,https://www.youtube.com/watch?v=gL9rvMClUXg,Grok 3.5 is CANCELLED (now waiting on GROK 4),2025-06-29T18:22:45Z,1,1,0,4.660650378298995,4.660650378298995,0,0,1,0
153,5.726538686634962,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,23,1,Lifestyle,UCFYmHH-NN77kuOjd9nAFk0A,DYMUdZ2FgnE,https://www.youtube.com/watch?v=DYMUdZ2FgnE,Asking Genos To Fistfight A Huge A** Magnet Until His ai Broke 😭🙏,2026-01-13T16:29:10Z,1,1,0,4.660650378298995,4.660650378298995,0,0,1,0
154,5.724327150526359,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,IsHvEIcwVNY,https://www.youtube.com/watch?v=IsHvEIcwVNY,AI model generates GTA in real time! AI will generate full videogames soon.,2025-07-05T01:59:25Z,1,0,0,5.008438842190392,5.008438842190392,1,0,1,0
155,5.6998254817749485,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,MF5QS9zpulg,https://www.youtube.com/watch?v=MF5QS9zpulg,Prioritize Learning & People,2026-02-11T15:00:44Z,1,0,0,4.7339371734389815,4.7339371734389815,0,0,1,1
156,5.693357523243944,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,Ot3ebjAc0dM,https://www.youtube.com/watch?v=Ot3ebjAc0dM,Comet For Fact-checking,2026-01-14T15:00:49Z,1,0,0,4.727469214907977,4.727469214907977,0,0,1,1
157,5.688944148648656,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCPjNBjflYl0-HQtUvOx0Ibw,5G9PAIUs5Pk,https://www.youtube.com/watch?v=5G9PAIUs5Pk,Claude Code Clearly Explained,2026-02-10T16:02:55Z,1,0,0,4.973055840312689,4.973055840312689,1,0,1,0
158,5.673554853996264,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,go4b3520RTc,https://www.youtube.com/watch?v=go4b3520RTc,"Scott Aaronson ChatGPT and the ""Justaism"" religion... #artificialintelligence #ai #chatgpt",2025-06-09T19:04:43Z,1,0,0,4.957666545660297,4.957666545660297,1,0,1,0
159,5.665048145518375,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCNU_lfiiWBdtULKOw6X0Dig,5p30SwHCa-M,https://www.youtube.com/watch?v=5p30SwHCa-M,Testing Sarvam AI Conversation Agent and Its Amazing,2026-02-25T06:22:49Z,1,0,0,4.949159837182408,4.949159837182408,1,0,1,0
160,5.663865222718476,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,22,1,Tech,UCGM7A0ps5KuZ7hZidTv26Pg,ofzeUunrpL0,https://www.youtube.com/watch?v=ofzeUunrpL0,I Made $1000 with AI Images in 10 Minutes (Artlist AI Tutorial),2026-01-23T16:49:45Z,1,0,0,4.697976914382509,4.697976914382509,0,0,1,1
161,5.63296621195851,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,s_765enJBy8,https://www.youtube.com/watch?v=s_765enJBy8,4 Skills I’m Learning that AI Can’t Replace (backed by data),2026-02-20T13:01:44Z,1,0,0,4.917077903622543,4.917077903622543,1,0,1,0
162,5.626538686634962,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Beauty,UCHUJ5ydbxEDm0uZ27sw3R9g,RrBzA2vCGLA,https://www.youtube.com/watch?v=RrBzA2vCGLA,The Makeup Mistake You're Making! | Nina Ubhi,2026-02-28T14:00:45Z,1,1,0,4.860650378298995,4.860650378298995,0,0,0,0
163,5.572305977427202,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCiq1FIgtEK7LRAOB1JXTPig,lVV0HInr0ZY,https://www.youtube.com/watch?v=lVV0HInr0ZY,"$11B CEO: The Great Career Reset in the Age of AI | Yamini Rangan, HubSpot CEO",2026-01-30T17:45:02Z,1,0,0,4.856417669091235,4.856417669091235,1,0,1,0
164,5.559135912969974,Exploratory candidate for validation - not paper-safe by default,queue_for_human_validation_then_optional_future_freeze_inclusion,17,0,Tech,UCxX9wt5FWQUAAz4UrysqK9A,-Xmf8WEpW8Y,https://www.youtube.com/watch?v=-Xmf8WEpW8Y,10 Commandments for Vibe Coding,2025-06-18T17:05:34Z,1,0,0,4.843247604634007,4.843247604634007,1,0,1,0
165,5.559073603782477,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCGtXqPiNV8YC0GMUzY-EUFg,F6AP0v_2wr0,https://www.youtube.com/watch?v=F6AP0v_2wr0,Meta’s AI Agent is Better Than OpenClaw (Manus AI Demo),2026-02-19T15:00:22Z,1,0,0,4.84318529544651,4.84318529544651,1,0,1,0
166,5.544413033512926,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,QcL72gbl-Nw,https://www.youtube.com/watch?v=QcL72gbl-Nw,The Internet is DEAD and AI Slop Killed it...,2025-07-02T00:30:43Z,1,0,0,4.828524725176959,4.828524725176959,1,0,1,0
167,5.537648618399205,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCiq1FIgtEK7LRAOB1JXTPig,_aUKWYHLKfE,https://www.youtube.com/watch?v=_aUKWYHLKfE,Chief AI Architect: How to Make AI Your Strategic Partner in 40 Minutes | Conor Grennan,2026-02-05T14:53:44Z,1,0,0,4.821760310063238,4.821760310063238,1,0,1,0
168,5.531776616671935,Exploratory candidate for validation - not paper-safe by default,queue_for_human_validation_then_optional_future_freeze_inclusion,17,0,Lifestyle,UCE4Gn00XZbpWvGUfIslT-tA,dsDcQmJHwQc,https://www.youtube.com/watch?v=dsDcQmJHwQc,The INSANE Truth About OpenAI,2025-08-22T11:34:59Z,3,0,0,4.4,4.362565896066037,3,0,1,0
169,5.526538686634963,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,OUgEyMOHRKE,https://www.youtube.com/watch?v=OUgEyMOHRKE,Using Perplexity For Coupons,2025-12-15T11:57:27Z,1,0,0,4.5606503782989956,4.5606503782989956,0,0,1,1
170,5.518458112915646,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,-rWNkgdaYZI,https://www.youtube.com/watch?v=-rWNkgdaYZI,The 30-second fix for #AI on mobile,2025-10-02T13:21:27Z,1,0,0,4.8025698045796785,4.8025698045796785,1,0,1,0
171,5.510865793680979,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,-era_Orh3TM,https://www.youtube.com/watch?v=-era_Orh3TM,7 Essential AI Prompting Skills That Instantly Make Your Work Stand Out,2025-08-01T13:00:00Z,1,0,0,4.794977485345012,4.794977485345012,1,0,1,0
172,5.510865793680979,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,8nzt_xzsyq8,https://www.youtube.com/watch?v=8nzt_xzsyq8,NotebookLM is becoming the Most Essential AI Tool (7 Use Cases to Try!),2026-01-16T13:15:02Z,1,0,0,4.794977485345012,4.794977485345012,1,0,1,0
173,5.503287715953924,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,sfwax2dVPvI,https://www.youtube.com/watch?v=sfwax2dVPvI,"When to use #ChatGPT, #Gemini, and #Claude",2026-02-27T13:01:41Z,1,0,0,4.787399407617957,4.787399407617957,1,0,1,0
174,5.485634337415805,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,Dr3kvgEYIZI,https://www.youtube.com/watch?v=Dr3kvgEYIZI,Use AI Better Than 99% of People in 2026,2025-12-30T13:00:26Z,1,0,0,4.769746029079838,4.769746029079838,1,0,1,0
175,5.479254013945322,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,WNsSzX0L4Es,https://www.youtube.com/watch?v=WNsSzX0L4Es,NVIDIA’s Insane AI Found The Math Of Reality,2026-02-15T14:41:41Z,1,0,0,4.513365705609355,4.513365705609355,1,0,1,1
176,5.477332795356643,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,RgWeyo5wqV8,https://www.youtube.com/watch?v=RgWeyo5wqV8,Google Search Will NEVER be The Same. Start These NOW.,2025-04-04T13:00:46Z,1,0,0,4.761444487020676,4.761444487020676,1,0,1,0
177,5.4673274568974515,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,ckCJWOHMEcc,https://www.youtube.com/watch?v=ckCJWOHMEcc,"The Complete AI SEO Roadmap : Dominate in Gemini, Google AI Mode, ChatGPT, Perplexity",2025-09-26T13:01:21Z,1,0,0,4.751439148561484,4.751439148561484,1,0,1,0
178,5.4673274568974515,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,L-VSz47BoBM,https://www.youtube.com/watch?v=L-VSz47BoBM,Why I Want My AI to Hallucinate,2025-08-14T13:00:29Z,1,0,0,4.751439148561484,4.751439148561484,1,0,1,0
179,5.457769635942933,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,nIPqWLPJhAM,https://www.youtube.com/watch?v=nIPqWLPJhAM,Google's AI Mode Changes Everything for SEO (The New Strategy),2025-06-06T13:01:27Z,1,0,0,4.741881327606966,4.741881327606966,0,0,1,0
180,5.456451034773748,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,01QFY3oJWvA,https://www.youtube.com/watch?v=01QFY3oJWvA,Your First $100K | Build a Profitable One Person Business with AI,2025-09-19T13:00:01Z,1,0,0,4.740562726437781,4.740562726437781,0,0,1,0
181,5.451005220829212,Exploratory candidate for validation - not paper-safe by default,queue_for_human_validation_then_optional_future_freeze_inclusion,17,0,Tech,UCxX9wt5FWQUAAz4UrysqK9A,fYWz7pUiwls,https://www.youtube.com/watch?v=fYWz7pUiwls,12 Principles for Coding with AI (Beyond the Basics),2024-12-01T15:00:07Z,1,0,0,4.735116912493245,4.735116912493245,0,0,1,0
182,5.444537262298208,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,LiDt_fcmT1w,https://www.youtube.com/watch?v=LiDt_fcmT1w,"Dr Mike Israetel ""Will superintelligence burn all humans in a reactor for energy""? #podcast",2025-06-24T19:31:14Z,1,0,0,4.7286489539622405,4.7286489539622405,0,0,1,0
183,5.441078211864867,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,jhfiHxChn5Y,https://www.youtube.com/watch?v=jhfiHxChn5Y,don’t use #ai for everything,2025-07-30T12:35:36Z,1,0,0,4.7251899035289,4.7251899035289,0,0,1,0
184,5.431367197840979,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,18,1,Tech,UCiT9RITQ9PW6BhXK0y2jaeg,oZ9rMrqyTbI,https://www.youtube.com/watch?v=oZ9rMrqyTbI,7 Industries AI will Aggressively Disrupt,2023-08-14T11:30:19Z,1,0,0,4.715478889505012,4.715478889505012,0,0,1,0
185,5.387152017858463,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCPjNBjflYl0-HQtUvOx0Ibw,nuyxQgvzrAA,https://www.youtube.com/watch?v=nuyxQgvzrAA,Gemini 3.0 is INSANE,2025-11-19T18:57:42Z,1,0,0,4.671263709522496,4.671263709522496,0,0,1,0
186,5.380684059327458,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,ApmOKrPAFCo,https://www.youtube.com/watch?v=ApmOKrPAFCo,I Tested Neo AI Browser — The AI Browser Built Around Privacy,2026-02-26T20:08:30Z,1,0,0,4.664795750991491,4.664795750991491,0,0,1,0
187,5.380684059327458,Exploratory candidate for validation - not paper-safe by default,queue_for_human_validation_then_optional_future_freeze_inclusion,17,0,Tech,UCiT9RITQ9PW6BhXK0y2jaeg,KZnmtGMCbH8,https://www.youtube.com/watch?v=KZnmtGMCbH8,AI Will Take My Job. Here's 5 Things I'm Doing About It,2025-12-18T16:33:17Z,1,0,0,4.664795750991491,4.664795750991491,0,0,1,0
188,5.364361823259219,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,m-wH-VCYO_k,https://www.youtube.com/watch?v=m-wH-VCYO_k,Nano Banana Pro VS ChatGPT VS Midjourney VS Flux - Best AI Image Model,2025-11-30T16:41:57Z,1,0,0,4.648473514923252,4.648473514923252,0,0,1,0
189,5.359167373200866,Exploratory candidate for validation - not paper-safe by default,queue_for_human_validation_then_optional_future_freeze_inclusion,17,0,Tech,UCxX9wt5FWQUAAz4UrysqK9A,pJ5dLwpG0_I,https://www.youtube.com/watch?v=pJ5dLwpG0_I,Is AI Replacing Software Engineering?,2024-08-15T13:27:00Z,2,0,0,4.4,4.348080714772685,2,0,1,0
190,5.35119175880199,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,4Efe3QLZBkI,https://www.youtube.com/watch?v=4Efe3QLZBkI,Gemini Isn’t Even the Best Part of Google AI,2026-01-31T19:14:55Z,1,0,0,4.635303450466023,4.635303450466023,0,0,1,0
191,5.336468879344943,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCiq1FIgtEK7LRAOB1JXTPig,JFilKfL7_9A,https://www.youtube.com/watch?v=JFilKfL7_9A,Top AI Scientist: High-Paying Jobs AI Can't Replace in 2026 (And How to Get Them) | Daniela Rus,2026-02-12T13:00:36Z,1,0,0,4.620580571008976,4.620580571008976,0,0,1,0
192,5.335165979316467,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,0lOv9Ys8YBk,https://www.youtube.com/watch?v=0lOv9Ys8YBk,How to Create Content Strategy for ANY Brand (5 Simple Steps),2024-04-18T20:10:05Z,1,0,0,4.6192776709805,4.6192776709805,0,0,1,0
193,5.330000920813938,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,VVnKnGMGlu4,https://www.youtube.com/watch?v=VVnKnGMGlu4,Claude Just Solved My Biggest Problem With AI Chatbots,2026-03-04T19:58:31Z,1,0,0,4.614112612477971,4.614112612477971,0,0,1,0
194,5.319777455266877,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,FMSu4PcAyGM,https://www.youtube.com/watch?v=FMSu4PcAyGM,The Most Underrated AI Tool for 2026? Genspark Reviewed @GensparkProduct,2025-12-19T17:06:51Z,1,0,0,4.60388914693091,4.60388914693091,0,0,1,0
195,5.319777455266877,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,D3tf1mv1ZZ0,https://www.youtube.com/watch?v=D3tf1mv1ZZ0,"Anthropic's new ""ECONOMIC AI"" Research is testing if Claude Can Run It's Own Business...",2025-07-03T03:00:12Z,1,0,0,4.60388914693091,4.60388914693091,0,0,1,0
196,5.319777455266877,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,22,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,CmSpGBLFyZo,https://www.youtube.com/watch?v=CmSpGBLFyZo,How I Created an Action Packed Anime Comic Book Using Flow AI + Google Gemini 3 Pro + Canva,2025-11-26T13:00:13Z,1,0,0,4.60388914693091,4.60388914693091,0,0,1,0
197,5.294040661757466,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCSxPE9PHHxQUEt6ajGmQyMA,9pIMaCbPc0Q,https://www.youtube.com/watch?v=9pIMaCbPc0Q,Build your own marketing tools with Claude Code,2026-02-03T14:09:20Z,1,0,0,4.5781523534214985,4.5781523534214985,0,0,1,0
198,5.294040661757466,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,22,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,t46-22Ocv9o,https://www.youtube.com/watch?v=t46-22Ocv9o,“HeyGen’s New VIDEO AGENT Beta — Create Full AI Videos with ZERO Editing!”,2025-10-28T00:01:31Z,1,0,0,4.5781523534214985,4.5781523534214985,0,0,1,0
199,5.28277484347833,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,d4tbdFpcuSQ,https://www.youtube.com/watch?v=d4tbdFpcuSQ,GROK 4.20 is... different,2026-02-18T03:48:34Z,2,0,0,4.323607470277464,4.311803735138732,2,0,1,0
200,5.277718425689225,Exploratory candidate for validation - not paper-safe by default,queue_for_additional_coding_or_adjudication_before_next_freeze,11,1,Tech,UCGtXqPiNV8YC0GMUzY-EUFg,9LNNAQbKLdc,https://www.youtube.com/watch?v=9LNNAQbKLdc,We Tested an AI Agent That Builds 1000 Ads in 10 Minutes,2026-02-26T15:53:39Z,1,0,0,4.561830117353258,4.561830117353258,0,0,1,0
